# 补充常用词：词库与语言模型都没有、却是日常会整块打的词（取餐 / 弹出 / 这时 / 播放器 / 一十，上游 issue #98 #121 #127）。2026-09-17，做法见 docs/notes/common-words.md。
# 白名单：CC-CEDICT（CC BY-SA 4.0，MDBG 2026-09-15 版）与 jieba 词表 dict.txt（MIT）里词库没有的词，用 dict-convert gaps 按 lm.qj 成分二元合成语料次数，
# CEDICT 词 ≥ 200 次、jieba 独有词 ≥ 1000 次、去掉短语边界规则挡住的，逐条人工审（只留常用词，丢碎片 / 专名 / 百科腔 / 生僻，核多音字读音）；
# 另加手机电脑界面与生活服务常用词的人工清单（弹窗 / 长按 / 登录框 / 快递柜 …），次数同样按语料合成。
# 次数与 dict.tsv 词频同一尺度，不到 20 的按 20 计；读音全部给定。进语言模型走 bigram --phrases 的合成路（supplement 在已有 lm.qj 上做同样的合成）。词\t次数\t拼音
比如说	1476	bi ru shuo
肚子疼	1475	du zi teng
合唱团	1473	he chang tuan
小男孩	1471	xiao nan hai
解决问题	1467	jie jue wen ti
恭喜发财	1463	gong xi fa cai
奥特曼	1462	ao te man
超级英雄	1460	chao ji ying xiong
再一次	1458	zai yi ci
有线	1435	you xian
不同于	1433	bu tong yu
又一次	1432	you yi ci
悄悄的	1431	qiao qiao de
研究人员	1431	yan jiu ren yuan
写下	1427	xie xia
本地人	1427	ben di ren
近距离	1422	jin ju li
非常感谢	1415	fei chang gan xie
不怎么样	1414	bu zen me yang
真人秀	1409	zhen ren xiu
英国人	1403	ying guo ren
最先	1399	zui xian
吉他手	1398	ji ta shou
一上午	1395	yi shang wu
越过	1395	yue guo
不甘心	1392	bu gan xin
想出	1392	xiang chu
牛津大学	1392	niu jin da xue
中文版	1387	zhong wen ban
重新开始	1386	chong xin kai shi
再怎么	1384	zai zen me
火车票	1380	huo che piao
别生气	1378	bie sheng qi
哈佛大学	1378	ha fo da xue
绝大多数	1372	jue da duo shu
做作业	1370	zuo zuo ye
教育局	1369	jiao yu ju
不简单	1367	bu jian dan
好几遍	1366	hao ji bian
拿起	1359	na qi
没事干	1359	mei shi gan
走进	1359	zou jin
经济学家	1357	jing ji xue jia
外交部长	1356	wai jiao bu zhang
玻璃心	1348	bo li xin
咖啡店	1347	ka fei dian
不听话	1344	bu ting hua
祝你成功	1344	zhu ni cheng gong
总冠军	1343	zong guan jun
三年级	1341	san nian ji
买回来	1338	mai hui lai
世界末日	1335	shi jie mo ri
实体店	1333	shi ti dian
找借口	1332	zhao jie kou
多少次	1331	duo shao ci
中方	1330	zhong fang
才怪	1329	cai guai
分公司	1328	fen gong si
淡淡的	1324	dan dan de
看开	1323	kan kai
高中同学	1323	gao zhong tong xue
别提了	1320	bie ti le
找出	1318	zhao chu
新春快乐	1317	xin chun kuai le
我国	1315	wo guo
别难过	1306	bie nan guo
竞争对手	1305	jing zheng dui shou
为准	1304	wei zhun
一巴掌	1301	yi ba zhang
小帅哥	1299	xiao shuai ge
加分	1297	jia fen
狮子座	1297	shi zi zuo
见面会	1296	jian mian hui
下线	1295	xia xian
小组赛	1295	xiao zu sai
天天向上	1294	tian tian xiang shang
接地气	1293	jie di qi
看着办	1293	kan zhe ban
辣眼睛	1293	la yan jing
充电宝	1292	chong dian bao
中超	1289	zhong chao
美团	1288	mei tuan
挺好玩	1288	ting hao wan
挑战赛	1281	tiao zhan sai
市政厅	1280	shi zheng ting
棒棒糖	1280	bang bang tang
副总理	1279	fu zong li
停下来	1278	ting xia lai
省长	1273	sheng zhang
起到	1270	qi dao
保守党	1269	bao shou dang
文科生	1269	wen ke sheng
片头曲	1269	pian tou qu
短时间	1269	duan shi jian
第一阶段	1268	di yi jie duan
不管怎样	1266	bu guan zen yang
控制器	1266	kong zhi qi
二十世纪	1262	er shi shi ji
十几年	1262	shi ji nian
反过来	1261	fan guo lai
蒙古国	1260	meng gu guo
昨天下午	1259	zuo tian xia wu
狗年	1257	gou nian
幸福感	1256	xing fu gan
德国人	1255	de guo ren
别着急	1254	bie zhao ji
异世界	1254	yi shi jie
重来	1253	chong lai
不敢相信	1252	bu gan xiang xin
离家出走	1252	li jia chu zou
竞技场	1244	jing ji chang
开放式	1241	kai fang shi
换衣服	1241	huan yi fu
社会学	1239	she hui xue
巴士站	1238	ba shi zhan
斗地主	1238	dou di zhu
交界处	1232	jiao jie chu
放暑假	1232	fang shu jia
朝鲜半岛	1231	chao xian ban dao
流浪狗	1230	liu lang gou
影评人	1227	ying ping ren
聊天记录	1225	liao tian ji lu
不懂事	1223	bu dong shi
主办方	1221	zhu ban fang
被誉为	1220	bei yu wei
加勒比海	1219	jia le bi hai
睡得着	1217	shui de zhao
发射器	1216	fa she qi
广场舞	1213	guang chang wu
电影票	1212	dian ying piao
交朋友	1211	jiao peng you
事实证明	1210	shi shi zheng ming
被困	1210	bei kun
总编辑	1207	zong bian ji
搜到	1207	sou dao
毕业证	1207	bi ye zheng
总教练	1206	zong jiao lian
自己动手	1205	zi ji dong shou
寄过来	1201	ji guo lai
世界纪录	1200	shi jie ji lu
有价值	1200	you jia zhi
现实生活	1197	xian shi sheng huo
男歌手	1195	nan ge shou
角色扮演	1194	jue se ban yan
同班同学	1193	tong ban tong xue
睡午觉	1193	shui wu jiao
越来越少	1189	yue lai yue shao
往前走	1188	wang qian zou
不愁	1184	bu chou
大笑	1182	da xiao
超能力	1181	chao neng li
好奇心	1180	hao qi xin
三分钟	1176	san fen zhong
早生贵子	1176	zao sheng gui zi
阳光明媚	1175	yang guang ming mei
马甲线	1175	ma jia xian
双子座	1174	shuang zi zuo
日常生活	1174	ri chang sheng huo
中文系	1168	zhong wen xi
流浪猫	1168	liu lang mao
中央政府	1165	zhong yang zheng fu
同学们	1160	tong xue men
当地时间	1158	dang di shi jian
长成	1158	zhang cheng
外交关系	1157	wai jiao guan xi
消防员	1156	xiao fang yuan
祝好	1154	zhu hao
一直以来	1152	yi zhi yi lai
原声带	1152	yuan sheng dai
毕业典礼	1152	bi ye dian li
操作系统	1151	cao zuo xi tong
体育课	1146	ti yu ke
供应商	1145	gong ying shang
蹭热度	1145	ceng re du
喝一杯	1144	he yi bei
上热搜	1142	shang re sou
住宅区	1136	zhu zhai qu
必胜客	1136	bi sheng ke
想当年	1136	xiang dang nian
国防部长	1133	guo fang bu zhang
认识一下	1133	ren shi yi xia
幼稚园	1132	you zhi yuan
时长	1131	shi chang
哈士奇	1128	ha shi qi
悠着点	1127	you zhe dian
期末考试	1121	qi mo kao shi
带回去	1118	dai hui qu
恕我直言	1116	shu wo zhi yan
那倒是	1115	na dao shi
野生动物	1115	ye sheng dong wu
尽管如此	1112	jin guan ru ci
更何况	1110	geng he kuang
吃光	1108	chi guang
演艺圈	1108	yan yi quan
表面上	1107	biao mian shang
霸道总裁	1103	ba dao zong cai
懂不懂	1098	dong bu dong
没话说	1098	mei hua shuo
放寒假	1094	fang han jia
没脑子	1093	mei nao zi
资格证	1093	zi ge zheng
理解能力	1092	li jie neng li
接电话	1090	jie dian hua
短篇小说	1089	duan pian xiao shuo
不正经	1087	bu zheng jing
不注意	1086	bu zhu yi
右上角	1086	you shang jiao
没出息	1083	mei chu xi
多样性	1080	duo yang xing
热烈欢迎	1080	re lie huan ying
查到	1079	cha dao
管好	1079	guan hao
调到	1079	diao dao
不在意	1077	bu zai yi
女子双打	1076	nv zi shuang da
完整版	1074	wan zheng ban
爱情故事	1074	ai qing gu shi
第一步	1074	di yi bu
环境保护	1071	huan jing bao hu
公安部	1067	gong an bu
男子双打	1066	nan zi shuang da
毕业论文	1064	bi ye lun wen
不咋地	1063	bu za de
混合双打	1062	hun he shuang da
包饺子	1058	bao jiao zi
对外开放	1058	dui wai kai fang
高尔夫	1058	gao er fu
下次见	1050	xia ci jian
不用客气	1050	bu yong ke qi
投票率	1050	tou piao lv
讲故事	1050	jiang gu shi
倾向于	1048	qing xiang yu
吐出来	1047	tu chu lai
交通工具	1045	jiao tong gong ju
电话号码	1045	dian hua hao ma
翻出来	1043	fan chu lai
政府官员	1041	zheng fu guan yuan
考驾照	1041	kao jia zhao
女子单打	1040	nv zi dan da
最差	1040	zui cha
成就感	1037	cheng jiu gan
没良心	1036	mei liang xin
目前为止	1036	mu qian wei zhi
流鼻血	1032	liu bi xue
熬过去	1032	ao guo qu
倒下	1029	dao xia
嫁出去	1029	jia chu qu
掉头发	1029	diao tou fa
张开	1027	zhang kai
选秀节目	1027	xuan xiu jie mu
谈到	1026	tan dao
长见识	1024	zhang jian shi
叫外卖	1023	jiao wai mai
新一代	1020	xin yi dai
航站楼	1019	hang zhan lou
一等奖	1014	yi deng jiang
利比亚	1013	li bi ya
大哭	1013	da ku
有利于	1008	you li yu
理科生	1003	li ke sheng
暖宝宝	1002	nuan bao bao
祝你快乐	1001	zhu ni kuai le
副总裁	1000	fu zong cai
别客气	998	bie ke qi
常规赛	998	chang gui sai
哪里哪里	997	na li na li
不值	996	bu zhi
吃瓜群众	995	chi gua qun zhong
脸皮厚	995	lian pi hou
程序员	991	cheng xu yuan
店长	989	dian zhang
情何以堪	983	qing he yi kan
打底裤	982	da di ku
老朋友	982	lao peng you
不必要	978	bu bi yao
网球场	977	wang qiu chang
一觉醒来	971	yi jiao xing lai
找机会	969	zhao ji hui
不愉快	967	bu yu kuai
快进	963	kuai jin
平常心	955	ping chang xin
世界和平	951	shi jie he ping
杠杠的	946	gang gang de
人身攻击	944	ren shen gong ji
泡温泉	942	pao wen quan
期末考	941	qi mo kao
想通	939	xiang tong
大国	937	da guo
线下	936	xian xia
新时代	933	xin shi dai
交叉口	926	jiao cha kou
合作伙伴	924	he zuo huo ban
五月份	923	wu yue fen
顺着	922	shun zhe
一个样	921	yi ge yang
当上	920	dang shang
总统大选	920	zong tong da xuan
营销号	918	ying xiao hao
冒出来	912	mao chu lai
较真	907	jiao zhen
嘉年华	900	jia nian hua
情侣装	884	qing lv zhuang
哺乳动物	882	bu ru dong wu
国内外	878	guo nei wai
下定决心	874	xia ding jue xin
发小	871	fa xiao
炒鸡蛋	870	chao ji dan
有型	867	you xing
城里人	865	cheng li ren
九月份	861	jiu yue fen
百科	856	bai ke
过马路	853	guo ma lu
不值钱	852	bu zhi qian
国考	849	guo kao
一路上	848	yi lu shang
创作者	847	chuang zuo zhe
一日游	846	yi ri you
三月份	842	san yue fen
玫瑰花	840	mei gui hua
医护人员	837	yi hu ren yuan
大热天	836	da re tian
阅读理解	834	yue du li jie
冷空气	830	leng kong qi
停下	828	ting xia
月收入	823	yue shou ru
打扫卫生	821	da sao wei sheng
中小学	814	zhong xiao xue
足球场	813	zu qiu chang
四月份	804	si yue fen
拍电影	804	pai dian ying
未来可期	804	wei lai ke qi
烦心事	804	fan xin shi
百分百	800	bai fen bai
高光	800	gao guang
肚子痛	799	du zi tong
办好	796	ban hao
打雪仗	796	da xue zhang
旗舰店	790	qi jian dian
农民工	789	nong min gong
化妆师	788	hua zhuang shi
有礼貌	788	you li mao
取消关注	783	qu xiao guan zhu
怪人	783	guai ren
六月份	782	liu yue fen
篮球场	782	lan qiu chang
兄弟姐妹	778	xiong di jie mei
相比之下	776	xiang bi zhi xia
分段	772	fen duan
大喊	771	da han
卷发棒	767	juan fa bang
不及格	766	bu ji ge
上下班	762	shang xia ban
烫头发	760	tang tou fa
卡住	759	ka zhu
据报道	752	ju bao dao
单身汪	750	dan shen wang
偶像包袱	749	ou xiang bao fu
此时此刻	744	ci shi ci ke
跑步机	744	pao bu ji
快递员	742	kuai di yuan
后援会	740	hou yuan hui
十月份	739	shi yue fen
儿媳妇	737	er xi fu
人力资源	735	ren li zi yuan
结婚证	735	jie hun zheng
可持续	731	ke chi xu
胡辣汤	731	hu la tang
乱吃	729	luan chi
自个儿	729	zi ge er
八月份	727	ba yue fen
塑料袋	727	su liao dai
生意兴隆	727	sheng yi xing long
想想看	726	xiang xiang kan
七月份	724	qi yue fen
二师兄	720	er shi xiong
拉风	718	la feng
发型师	714	fa xing shi
顺风车	713	shun feng che
现场直播	713	xian chang zhi bo
上分	712	shang fen
合伙人	712	he huo ren
旅游景点	710	lv you jing dian
睫毛膏	709	jie mao gao
按下	704	an xia
累成狗	703	lei cheng gou
心灵鸡汤	697	xin ling ji tang
新冠病毒	696	xin guan bing du
换位思考	695	huan wei si kao
加班费	691	jia ban fei
突然间	691	tu ran jian
女性主义	690	nv xing zhu yi
瓜子脸	690	gua zi lian
无业游民	687	wu ye you min
自我介绍	687	zi wo jie shao
路由器	685	lu you qi
打发时间	684	da fa shi jian
剪刀手	683	jian dao shou
受得了	679	shou de liao
走秀	678	zou xiu
上楼	676	shang lou
直播间	674	zhi bo jian
不情愿	670	bu qing yuan
电子书	670	dian zi shu
打马赛克	666	da ma sai ke
土豆丝	664	tu dou si
私家车	663	si jia che
赞助商	662	zan zhu shang
雪地靴	661	xue di xue
小精灵	660	xiao jing ling
无意中	659	wu yi zhong
洗车	653	xi che
不对劲	652	bu dui jin
真事	650	zhen shi
厚脸皮	647	hou lian pi
共享单车	644	gong xiang dan che
关键字	643	guan jian zi
老歌	643	lao ge
女星	639	nv xing
素人	638	su ren
二哈	636	er ha
鬼故事	632	gui gu shi
潜规则	629	qian gui ze
历史悠久	626	li shi you jiu
大男人	626	da nan ren
天呀	623	tian ya
去你的	622	qu ni de
老实说	622	lao shi shuo
卡顿	620	ka dun
睡过头	617	shui guo tou
路人甲	615	lu ren jia
早点儿	611	zao dian er
喵星人	608	miao xing ren
高管	606	gao guan
不争气	605	bu zheng qi
开发商	604	kai fa shang
没礼貌	597	mei li mao
长篇小说	597	chang pian xiao shuo
人字拖	595	ren zi tuo
高质量	595	gao zhi liang
推理小说	594	tui li xiao shuo
家里蹲	593	jia li dun
点亮	591	dian liang
黑历史	591	hei li shi
倒时差	587	dao shi cha
帅呆了	586	shuai dai le
长知识	584	zhang zhi shi
区号	583	qu hao
脑回路	582	nao hui lu
公共场所	581	gong gong chang suo
挖掘机	581	wa jue ji
考拉	579	kao la
古装剧	577	gu zhuang ju
花样滑冰	577	hua yang hua bing
一月份	573	yi yue fen
冷笑话	573	leng xiao hua
旧爱	570	jiu ai
成语接龙	568	cheng yu jie long
说话算数	567	shuo hua suan shu
公交卡	566	gong jiao ka
魔法师	566	mo fa shi
播放器	560	bo fang qi
搞好	560	gao hao
加钱	557	jia qian
古典音乐	555	gu dian yin yue
念想	555	nian xiang
脚趾头	549	jiao zhi tou
起球	548	qi qiu
面包机	548	mian bao ji
恐怖分子	547	kong bu fen zi
慢动作	546	man dong zuo
气候变化	546	qi hou bian hua
吃腻	545	chi ni
国行	545	guo hang
火大	545	huo da
赶时间	544	gan shi jian
不划算	542	bu hua suan
沐浴露	542	mu yu lu
饭点	542	fan dian
鼓起勇气	542	gu qi yong qi
火鸡面	541	huo ji mian
老年痴呆	537	lao nian chi dai
花时间	533	hua shi jian
马戏团	533	ma xi tuan
玩完	531	wan wan
打分	530	da fen
副歌	526	fu ge
姐妹花	525	jie mei hua
日系	525	ri xi
不如人意	524	bu ru ren yi
好办	522	hao ban
比对	520	bi dui
停车位	519	ting che wei
不服气	517	bu fu qi
头等舱	517	tou deng cang
真题	516	zhen ti
说定	516	shuo ding
标志性	515	biao zhi xing
一般而言	513	yi ban er yan
美容觉	512	mei rong jiao
造型师	512	zao xing shi
实名制	510	shi ming zhi
划重点	508	hua zhong dian
当回事	507	dang hui shi
不耐烦	506	bu nai fan
变速箱	506	bian su xiang
一股清流	504	yi gu qing liu
花光	502	hua guang
展会	500	zhan hui
一个劲	497	yi ge jin
逆生长	497	ni sheng zhang
天然呆	496	tian ran dai
科幻小说	495	ke huan xiao shuo
大嘴巴	494	da zui ba
大牛	494	da niu
女权主义	494	nv quan zhu yi
代表人物	493	dai biao ren wu
看头	490	kan tou
长期以来	490	chang qi yi lai
恐怖袭击	487	kong bu xi ji
长记性	487	zhang ji xing
大范围	486	da fan wei
乌鸦嘴	485	wu ya zui
让开	485	rang kai
飞行模式	483	fei xing mo shi
放鸽子	483	fang ge zi
相爱相杀	483	xiang ai xiang sha
漂流瓶	481	piao liu ping
极少数	480	ji shao shu
路边摊	479	lu bian tan
游泳圈	476	you yong quan
貌美如花	476	mao mei ru hua
偏要	475	pian yao
涨姿势	475	zhang zi shi
表达式	475	biao da shi
友谊赛	474	you yi sai
市面上	473	shi mian shang
签售会	473	qian shou hui
感冒药	472	gan mao yao
滑雪场	472	hua xue chang
时间线	471	shi jian xian
饿肚子	471	e du zi
旅行团	470	lv xing tuan
枪击案	469	qiang ji an
娶媳妇	468	qu xi fu
真人版	468	zhen ren ban
艺术馆	468	yi shu guan
大美人	467	da mei ren
私底下	466	si di xia
作息时间	465	zuo xi shi jian
荧光棒	465	ying guang bang
守护神	464	shou hu shen
中招	462	zhong zhao
路由	460	lu you
五星级	459	wu xing ji
挨个	459	ai ge
起作用	459	qi zuo yong
空调房	458	kong tiao fang
宿舍楼	456	su she lou
放鞭炮	456	fang bian pao
公交站	455	gong jiao zhan
微积分	455	wei ji fen
群发	455	qun fa
热水澡	453	re shui zao
平假名	451	ping jia ming
硬生生	450	ying sheng sheng
试穿	449	shi chuan
内心深处	448	nei xin shen chu
毫不犹豫	446	hao bu you yu
生态系统	446	sheng tai xi tong
大码	445	da ma
情侣头像	445	qing lv tou xiang
柠檬水	443	ning meng shui
阿尔法	442	a er fa
摩的	441	mo di
三分球	439	san fen qiu
放风筝	438	fang feng zheng
话说回来	438	hua shuo hui lai
飞机票	437	fei ji piao
会议室	436	hui yi shi
面包店	434	mian bao dian
不止一次	433	bu zhi yi ci
空气污染	431	kong qi wu ran
情景喜剧	430	qing jing xi ju
年费	428	nian fei
民意调查	428	min yi diao cha
凹造型	427	ao zao xing
大胃王	426	da wei wang
起名	426	qi ming
好样的	424	hao yang de
现阶段	421	xian jie duan
但愿如此	420	dan yuan ru ci
有一套	419	you yi tao
数据线	417	shu ju xian
护发素	416	hu fa su
终成眷属	416	zhong cheng juan shu
萌新	416	meng xin
初中生	415	chu zhong sheng
难懂	414	nan dong
上半场	407	shang ban chang
美容院	407	mei rong yuan
小心眼	406	xiao xin yan
勇气可嘉	404	yong qi ke jia
二宝	401	er bao
年味	401	nian wei
荷尔蒙	401	he er meng
修成正果	399	xiu cheng zheng guo
不准确	398	bu zhun que
家长会	397	jia zhang hui
腊八节	397	la ba jie
心地善良	396	xin di shan liang
驾驶证	396	jia shi zheng
体力活	395	ti li huo
哪门子	394	na men zi
毫无疑问	393	hao wu yi wen
爱情片	393	ai qing pian
此话怎讲	392	ci hua zen jiang
后备箱	391	hou bei xiang
时光机	391	shi guang ji
自然卷	388	zi ran juan
不可避免	387	bu ke bi mian
手办	387	shou ban
手机卡	387	shou ji ka
欢迎光临	387	huan ying guang lin
大哥大	385	da ge da
不经意间	384	bu jing yi jian
花店	384	hua dian
解决办法	384	jie jue ban fa
招人喜欢	383	zhao ren xi huan
听上去	381	ting shang qu
装睡	381	zhuang shui
仅供参考	380	jin gong can kao
仅此而已	380	jin ci er yi
意志力	379	yi zhi li
不自在	376	bu zi zai
型男	376	xing nan
阴谋论	376	yin mou lun
夸克	375	kua ke
归属感	375	gui shu gan
平行世界	373	ping xing shi jie
打法	373	da fa
包治百病	372	bao zhi bai bing
小白脸	372	xiao bai lian
金主	372	jin zhu
萨摩耶	371	sa mo ye
高反	370	gao fan
乱花钱	369	luan hua qian
省电	369	sheng dian
眼线笔	368	yan xian bi
八块腹肌	367	ba kuai fu ji
脑子进水	367	nao zi jin shui
审美观	365	shen mei guan
营业时间	363	ying ye shi jian
鸳鸯锅	363	yuan yang guo
不敢恭维	362	bu gan gong wei
久等	362	jiu deng
入行	362	ru hang
